ID,pH,Temperature,Colour,Turbidity,Timestamp
2956,8.02,25.93,57,18.99,2026-06-20T11:15:00
2957,7.59,26.86,73,42.39,2026-06-20T11:16:00
2958,7.36,28.32,54,42.12,2026-06-20T11:17:00
2959,8.1,27.73,137,28.34,2026-06-20T11:18:00
2960,8.23,32.93,130,43.71,2026-06-20T11:19:00
2961,6.85,33.05,45,38.53,2026-06-20T11:20:00
2962,7.65,27.83,64,17.09,2026-06-20T11:21:00
2963,6.97,34.74,95,16.64,2026-06-20T11:22:00
2964,7.48,35.82,130,22.88,2026-06-20T11:23:00
2965,6.66,37.59,119,27.9,2026-06-20T11:24:00
2966,7.25,37.37,133,33.87,2026-06-20T11:25:00
2967,7.59,24.55,85,11.39,2026-06-20T11:26:00
2968,6.98,25.54,50,19.19,2026-06-20T11:27:00
2969,8.06,28.89,128,13.51,2026-06-20T11:28:00
2970,8.14,25.46,133,19.5,2026-06-20T11:29:00
2971,6.63,24.27,62,41.5,2026-06-20T11:30:00
2972,7.68,22.23,137,43.02,2026-06-20T11:31:00
2973,6.81,34.11,105,41.58,2026-06-20T11:32:00
2974,7.61,26.15,61,44.84,2026-06-20T11:33:00
2975,7.89,34.04,110,36.91,2026-06-20T11:34:00
2976,6.74,24.21,105,29.44,2026-06-20T11:35:00
2977,6.94,37.05,89,31.4,2026-06-20T11:36:00
2978,6.67,28.06,131,21.39,2026-06-20T11:37:00
2979,7.17,24.45,106,41.39,2026-06-20T11:38:00
2980,7.8,24.38,113,9.83,2026-06-20T11:39:00
2981,6.78,33.37,137,12.76,2026-06-20T11:40:00
2982,8.35,24.14,41,36.79,2026-06-20T11:41:00
2983,8.36,24.85,127,36.76,2026-06-20T11:42:00
2984,6.6,31.15,103,43.21,2026-06-20T11:43:00
2985,8.18,28.25,124,37.34,2026-06-20T11:44:00
2986,7.36,36.23,38,33.74,2026-06-20T11:45:00
2987,8.09,30.93,133,43.68,2026-06-20T11:46:00
2988,8.34,36.64,116,42.0,2026-06-20T11:47:00
2989,7.91,29.68,117,19.43,2026-06-20T11:48:00
2990,7.82,36.19,127,19.54,2026-06-20T11:49:00
2991,7.2,33.18,61,43.27,2026-06-20T11:50:00
2992,7.82,22.57,90,14.2,2026-06-20T11:51:00
2993,7.02,25.98,84,24.2,2026-06-20T11:52:00
2994,7.46,33.15,93,22.76,2026-06-20T11:53:00
2995,7.81,34.64,54,19.86,2026-06-20T11:54:00
2996,8.22,28.33,50,13.6,2026-06-20T11:55:00
2997,7.8,36.5,40,10.96,2026-06-20T11:56:00
2998,8.04,26.36,139,36.78,2026-06-20T11:57:00
2999,6.98,37.54,110,21.68,2026-06-20T11:58:00
3000,7.73,34.89,59,11.1,2026-06-20T11:59:00
3001,9.21,53.48,248,52.24,2026-06-20T12:00:00
3002,5.65,54.93,232,79.25,2026-06-20T12:01:00
3003,9.36,45.9,168,68.79,2026-06-20T12:02:00
3004,9.55,46.07,205,64.91,2026-06-20T12:03:00
3005,5.23,48.79,239,77.63,2026-06-20T12:04:00
3006,5.42,42.56,184,90.83,2026-06-20T12:05:00
3007,5.18,48.1,195,97.01,2026-06-20T12:06:00
3008,8.68,50.76,238,84.75,2026-06-20T12:07:00
3009,6.11,49.6,156,54.85,2026-06-20T12:08:00
3010,8.68,51.85,173,93.75,2026-06-20T12:09:00
3011,9.99,49.65,197,88.23,2026-06-20T12:10:00
3012,9.06,43.12,191,72.17,2026-06-20T12:11:00
3013,8.89,52.37,201,62.57,2026-06-20T12:12:00
3014,6.09,45.56,174,56.38,2026-06-20T12:13:00
3015,9.76,51.42,211,81.51,2026-06-20T12:14:00
3016,5.25,46.31,212,77.59,2026-06-20T12:15:00
3017,9.31,50.24,156,84.01,2026-06-20T12:16:00
3018,5.38,48.17,231,91.97,2026-06-20T12:17:00
3019,8.87,53.5,217,92.7,2026-06-20T12:18:00
3020,9.47,45.96,177,87.84,2026-06-20T12:19:00
3021,8.67,53.55,165,67.72,2026-06-20T12:20:00
3022,9.72,42.53,228,52.85,2026-06-20T12:21:00
3023,8.8,43.29,242,81.0,2026-06-20T12:22:00
3024,8.68,53.8,164,95.43,2026-06-20T12:23:00
3025,8.95,46.62,244,82.22,2026-06-20T12:24:00
3026,9.33,46.42,215,59.51,2026-06-20T12:25:00
3027,8.95,44.49,201,96.88,2026-06-20T12:26:00
3028,9.59,50.38,187,95.44,2026-06-20T12:27:00
3029,9.27,52.49,188,99.27,2026-06-20T12:28:00
3030,9.17,42.89,178,58.09,2026-06-20T12:29:00
3031,8.88,50.71,157,55.52,2026-06-20T12:30:00
3032,9.47,46.23,173,93.75,2026-06-20T12:31:00
3033,8.92,43.41,204,52.71,2026-06-20T12:32:00
3034,9.47,42.9,219,51.52,2026-06-20T12:33:00
3035,5.84,41.42,254,82.45,2026-06-20T12:34:00
3036,9.72,47.84,218,86.18,2026-06-20T12:35:00
3037,9.75,52.51,196,63.88,2026-06-20T12:36:00
3038,9.58,51.48,171,72.85,2026-06-20T12:37:00
3039,9.44,43.47,216,64.73,2026-06-20T12:38:00
3040,9.59,43.69,182,51.53,2026-06-20T12:39:00
3041,8.83,44.63,244,74.56,2026-06-20T12:40:00
3042,8.99,41.97,253,81.73,2026-06-20T12:41:00
3043,9.62,51.02,200,85.08,2026-06-20T12:42:00
3044,9.51,46.04,243,78.93,2026-06-20T12:43:00
3045,9.49,41.66,220,55.84,2026-06-20T12:44:00
3046,9.59,41.08,216,74.29,2026-06-20T12:45:00
3047,9.51,41.98,168,96.46,2026-06-20T12:46:00
3048,8.63,47.18,157,74.56,2026-06-20T12:47:00
3049,9.17,51.4,248,61.21,2026-06-20T12:48:00
3050,9.01,47.03,161,96.45,2026-06-20T12:49:00
3051,8.91,50.18,194,73.64,2026-06-20T12:50:00
3052,5.28,41.78,246,76.64,2026-06-20T12:51:00
3053,8.64,46.47,181,98.02,2026-06-20T12:52:00
3054,9.28,48.64,153,91.32,2026-06-20T12:53:00
3055,8.61,43.0,222,61.67,2026-06-20T12:54:00
3056,9.12,41.44,201,95.65,2026-06-20T12:55:00
3057,9.01,45.44,153,75.95,2026-06-20T12:56:00
3058,9.37,53.28,231,87.8,2026-06-20T12:57:00
3059,9.23,46.81,253,69.76,2026-06-20T12:58:00
3060,8.83,42.59,220,67.16,2026-06-20T12:59:00
3061,8.91,51.72,153,77.2,2026-06-20T13:00:00
3062,9.5,46.74,251,81.53,2026-06-20T13:01:00
3063,9.3,50.99,253,87.14,2026-06-20T13:02:00
3064,5.12,47.14,196,55.46,2026-06-20T13:03:00
3065,5.62,52.23,157,95.71,2026-06-20T13:04:00
3066,8.67,46.77,183,91.21,2026-06-20T13:05:00
3067,5.51,45.8,202,79.9,2026-06-20T13:06:00
3068,9.42,49.88,168,71.05,2026-06-20T13:07:00
3069,5.55,45.03,182,73.79,2026-06-20T13:08:00
3070,9.39,46.67,194,58.84,2026-06-20T13:09:00
3071,6.0,52.24,213,83.69,2026-06-20T13:10:00
3072,9.17,43.65,184,88.9,2026-06-20T13:11:00
3073,9.2,47.2,183,95.25,2026-06-20T13:12:00
3074,9.59,45.56,210,57.85,2026-06-20T13:13:00
3075,8.95,43.87,174,66.93,2026-06-20T13:14:00
3076,8.69,44.81,154,52.67,2026-06-20T13:15:00
3077,9.51,52.84,185,67.46,2026-06-20T13:16:00
3078,9.79,46.45,163,93.79,2026-06-20T13:17:00
3079,8.88,51.57,179,75.51,2026-06-20T13:18:00
3080,6.4,47.0,250,86.2,2026-06-20T13:19:00
3081,9.46,50.56,240,65.78,2026-06-20T13:20:00
3082,9.38,41.96,208,86.58,2026-06-20T13:21:00
3083,9.2,46.83,246,93.19,2026-06-20T13:22:00
3084,9.77,45.05,241,61.11,2026-06-20T13:23:00
3085,9.06,54.49,208,69.97,2026-06-20T13:24:00
3086,8.96,42.18,253,75.83,2026-06-20T13:25:00
3087,5.2,41.66,242,55.86,2026-06-20T13:26:00
3088,9.9,41.04,160,87.36,2026-06-20T13:27:00
3089,9.8,43.56,221,52.86,2026-06-20T13:28:00
3090,5.77,46.75,175,69.97,2026-06-20T13:29:00
3091,5.13,53.86,198,77.47,2026-06-20T13:30:00
3092,9.25,45.92,163,63.56,2026-06-20T13:31:00
3093,9.41,46.54,242,90.93,2026-06-20T13:32:00
3094,9.36,54.78,200,52.11,2026-06-20T13:33:00
3095,9.65,46.77,208,94.6,2026-06-20T13:34:00
3096,9.72,47.9,173,78.04,2026-06-20T13:35:00
3097,9.25,50.17,179,61.68,2026-06-20T13:36:00
3098,8.86,48.19,191,85.82,2026-06-20T13:37:00
3099,6.26,48.54,160,76.94,2026-06-20T13:38:00
3100,8.85,45.36,190,75.24,2026-06-20T13:39:00
3101,9.5,49.0,163,57.49,2026-06-20T13:40:00
3102,5.17,41.56,185,82.41,2026-06-20T13:41:00
3103,5.25,44.16,221,89.84,2026-06-20T13:42:00
3104,8.71,44.67,242,62.62,2026-06-20T13:43:00
3105,9.33,47.37,219,55.3,2026-06-20T13:44:00
3106,9.06,46.52,242,96.33,2026-06-20T13:45:00
3107,9.13,50.37,216,68.31,2026-06-20T13:46:00
3108,9.66,53.92,181,88.33,2026-06-20T13:47:00
3109,9.12,44.83,247,92.26,2026-06-20T13:48:00
3110,9.78,43.83,194,99.47,2026-06-20T13:49:00
3111,5.21,41.14,152,63.99,2026-06-20T13:50:00
3112,9.89,54.86,171,53.34,2026-06-20T13:51:00
3113,5.73,43.03,191,57.0,2026-06-20T13:52:00
3114,8.8,44.82,167,56.33,2026-06-20T13:53:00
3115,8.97,44.38,244,67.45,2026-06-20T13:54:00
3116,9.37,44.7,182,81.84,2026-06-20T13:55:00
3117,9.36,51.1,182,75.32,2026-06-20T13:56:00
3118,9.82,45.77,153,56.25,2026-06-20T13:57:00
3119,9.33,51.71,232,64.47,2026-06-20T13:58:00
3120,9.06,54.88,235,75.76,2026-06-20T13:59:00
3121,8.99,44.12,236,53.49,2026-06-20T14:00:00
3122,5.08,48.25,229,53.7,2026-06-20T14:01:00
3123,9.57,42.8,199,62.0,2026-06-20T14:02:00
3124,9.95,41.6,216,70.32,2026-06-20T14:03:00
3125,9.26,51.25,194,77.39,2026-06-20T14:04:00
3126,9.43,54.36,242,84.08,2026-06-20T14:05:00
3127,9.7,50.6,155,61.5,2026-06-20T14:06:00
3128,8.93,49.21,224,57.4,2026-06-20T14:07:00
3129,5.95,47.37,219,87.53,2026-06-20T14:08:00
3130,9.52,52.41,231,60.82,2026-06-20T14:09:00
3131,9.63,43.63,196,95.94,2026-06-20T14:10:00
3132,8.99,44.45,231,89.79,2026-06-20T14:11:00
3133,9.62,41.95,206,88.32,2026-06-20T14:12:00
3134,8.9,49.84,180,80.95,2026-06-20T14:13:00
3135,9.32,50.31,178,99.97,2026-06-20T14:14:00
3136,5.6,42.64,255,67.63,2026-06-20T14:15:00
3137,9.14,43.74,232,89.79,2026-06-20T14:16:00
3138,6.09,41.92,178,63.29,2026-06-20T14:17:00
3139,9.89,51.26,169,98.34,2026-06-20T14:18:00
3140,9.02,52.26,218,98.7,2026-06-20T14:19:00
3141,5.39,49.68,196,71.19,2026-06-20T14:20:00
3142,8.86,53.82,166,56.15,2026-06-20T14:21:00
3143,9.88,41.76,182,99.23,2026-06-20T14:22:00
3144,9.6,47.87,227,70.51,2026-06-20T14:23:00
3145,9.57,42.9,246,84.65,2026-06-20T14:24:00
3146,9.36,47.7,244,86.95,2026-06-20T14:25:00
3147,9.94,42.74,197,67.57,2026-06-20T14:26:00
3148,5.77,45.99,171,85.89,2026-06-20T14:27:00
3149,9.41,47.37,204,85.07,2026-06-20T14:28:00
3150,9.9,48.43,245,74.28,2026-06-20T14:29:00
3151,8.88,52.54,230,66.85,2026-06-20T14:30:00
3152,8.61,54.55,161,99.57,2026-06-20T14:31:00
3153,9.07,54.76,152,88.27,2026-06-20T14:32:00
3154,8.66,48.7,196,64.58,2026-06-20T14:33:00
3155,8.67,52.22,202,88.37,2026-06-20T14:34:00
3156,5.73,44.69,155,56.58,2026-06-20T14:35:00
3157,9.93,41.96,211,62.59,2026-06-20T14:36:00
3158,8.6,46.44,248,76.55,2026-06-20T14:37:00
3159,9.53,49.27,174,77.69,2026-06-20T14:38:00
3160,6.29,52.14,169,90.49,2026-06-20T14:39:00
3161,9.37,50.48,227,96.43,2026-06-20T14:40:00
3162,9.88,42.86,181,72.06,2026-06-20T14:41:00
3163,9.88,52.98,192,98.92,2026-06-20T14:42:00
3164,5.32,52.38,186,76.82,2026-06-20T14:43:00
3165,9.32,44.13,239,94.46,2026-06-20T14:44:00
3166,9.05,45.3,169,77.7,2026-06-20T14:45:00
3167,9.34,52.79,238,95.35,2026-06-20T14:46:00
3168,9.01,54.68,227,59.25,2026-06-20T14:47:00
3169,9.55,44.51,172,59.76,2026-06-20T14:48:00
3170,9.64,42.74,165,62.39,2026-06-20T14:49:00
3171,9.68,46.44,231,59.06,2026-06-20T14:50:00
3172,9.18,45.92,228,86.15,2026-06-20T14:51:00
3173,9.94,46.92,216,69.53,2026-06-20T14:52:00
3174,9.75,44.51,219,75.99,2026-06-20T14:53:00
3175,8.82,46.23,237,91.15,2026-06-20T14:54:00
3176,8.85,42.96,153,59.19,2026-06-20T14:55:00
3177,9.31,52.15,184,53.76,2026-06-20T14:56:00
3178,8.77,46.83,190,90.28,2026-06-20T14:57:00
3179,9.76,41.66,208,75.43,2026-06-20T14:58:00
3180,9.34,51.16,167,97.17,2026-06-20T14:59:00
3181,9.48,44.38,173,65.25,2026-06-20T15:00:00
3182,9.73,41.7,207,93.25,2026-06-20T15:01:00
3183,5.4,44.68,157,73.46,2026-06-20T15:02:00
3184,9.27,50.58,240,77.85,2026-06-20T15:03:00
3185,6.37,43.83,199,98.23,2026-06-20T15:04:00
3186,8.62,47.39,232,53.9,2026-06-20T15:05:00
3187,6.02,52.52,250,69.11,2026-06-20T15:06:00
3188,9.94,41.19,216,93.77,2026-06-20T15:07:00
3189,9.98,48.14,208,96.76,2026-06-20T15:08:00
3190,8.78,53.86,214,95.24,2026-06-20T15:09:00
3191,8.99,53.94,204,79.96,2026-06-20T15:10:00
3192,8.92,46.91,218,55.29,2026-06-20T15:11:00
3193,6.01,43.14,212,58.98,2026-06-20T15:12:00
3194,5.76,47.97,231,89.17,2026-06-20T15:13:00
3195,5.46,50.26,239,57.31,2026-06-20T15:14:00
3196,6.24,45.19,204,72.67,2026-06-20T15:15:00
3197,8.67,49.18,154,60.08,2026-06-20T15:16:00
3198,9.2,50.26,193,90.87,2026-06-20T15:17:00
3199,8.78,51.73,167,88.87,2026-06-20T15:18:00
3200,5.79,43.78,194,87.22,2026-06-20T15:19:00
3201,9.74,50.87,167,69.6,2026-06-20T15:20:00
3202,9.62,45.16,242,55.03,2026-06-20T15:21:00
3203,9.37,48.74,199,53.7,2026-06-20T15:22:00
3204,8.81,47.7,153,83.87,2026-06-20T15:23:00
3205,8.62,43.4,155,69.97,2026-06-20T15:24:00
3206,9.14,47.69,252,79.4,2026-06-20T15:25:00
3207,9.8,44.39,179,93.84,2026-06-20T15:26:00
3208,9.33,45.53,182,61.7,2026-06-20T15:27:00
3209,5.07,47.44,226,79.34,2026-06-20T15:28:00
3210,8.84,46.56,154,86.06,2026-06-20T15:29:00
3211,9.28,42.8,221,62.04,2026-06-20T15:30:00
3212,8.71,43.44,159,78.44,2026-06-20T15:31:00
3213,8.61,41.17,171,83.61,2026-06-20T15:32:00
3214,9.25,49.6,190,68.16,2026-06-20T15:33:00
3215,8.68,41.93,213,80.92,2026-06-20T15:34:00
3216,9.05,50.02,242,69.58,2026-06-20T15:35:00
3217,9.07,41.12,219,96.17,2026-06-20T15:36:00
3218,5.61,50.45,224,58.33,2026-06-20T15:37:00
3219,8.69,47.84,238,98.9,2026-06-20T15:38:00
3220,9.83,47.28,192,77.66,2026-06-20T15:39:00
3221,9.21,45.42,247,94.37,2026-06-20T15:40:00
3222,5.48,43.67,160,66.86,2026-06-20T15:41:00
3223,9.42,42.54,190,58.07,2026-06-20T15:42:00
3224,6.29,45.04,181,63.13,2026-06-20T15:43:00
3225,5.96,52.09,186,85.82,2026-06-20T15:44:00
3226,9.92,50.67,240,95.05,2026-06-20T15:45:00
3227,9.31,44.11,161,97.72,2026-06-20T15:46:00
3228,9.31,49.9,162,75.51,2026-06-20T15:47:00
3229,8.94,44.92,178,95.83,2026-06-20T15:48:00
3230,9.49,43.44,153,70.68,2026-06-20T15:49:00
3231,5.07,45.04,224,96.96,2026-06-20T15:50:00
3232,9.64,41.32,249,51.61,2026-06-20T15:51:00
3233,6.2,45.53,200,89.67,2026-06-20T15:52:00
3234,9.36,45.08,157,97.32,2026-06-20T15:53:00
3235,9.25,46.65,182,82.16,2026-06-20T15:54:00
3236,8.98,50.38,179,63.44,2026-06-20T15:55:00
3237,5.23,48.77,186,80.38,2026-06-20T15:56:00
3238,5.31,54.34,214,57.05,2026-06-20T15:57:00
3239,8.89,44.93,204,60.89,2026-06-20T15:58:00
3240,5.01,51.53,242,72.17,2026-06-20T15:59:00
3241,8.87,50.27,233,54.67,2026-06-20T16:00:00
3242,8.74,49.2,224,99.24,2026-06-20T16:01:00
3243,5.6,48.65,232,56.94,2026-06-20T16:02:00
3244,5.38,53.74,176,89.64,2026-06-20T16:03:00
3245,8.87,48.42,151,87.49,2026-06-20T16:04:00
3246,9.95,45.89,192,51.24,2026-06-20T16:05:00
3247,5.49,42.02,239,81.87,2026-06-20T16:06:00
3248,5.29,45.43,185,51.64,2026-06-20T16:07:00
3249,8.74,48.77,187,90.43,2026-06-20T16:08:00
3250,9.58,44.44,234,86.09,2026-06-20T16:09:00
3251,5.88,48.44,240,82.9,2026-06-20T16:10:00
3252,9.38,47.28,236,83.17,2026-06-20T16:11:00
3253,9.48,49.28,190,82.73,2026-06-20T16:12:00
3254,8.96,54.15,208,69.83,2026-06-20T16:13:00
3255,8.99,51.33,217,87.98,2026-06-20T16:14:00
3256,9.1,43.34,193,59.36,2026-06-20T16:15:00
3257,9.83,53.36,219,76.3,2026-06-20T16:16:00
3258,5.45,52.75,239,74.28,2026-06-20T16:17:00
3259,8.68,50.55,216,59.7,2026-06-20T16:18:00
3260,9.15,49.64,170,63.77,2026-06-20T16:19:00
3261,9.91,50.62,196,98.17,2026-06-20T16:20:00
3262,9.73,48.02,189,98.84,2026-06-20T16:21:00
3263,8.76,45.63,187,71.78,2026-06-20T16:22:00
3264,9.45,45.91,183,51.79,2026-06-20T16:23:00
3265,5.09,42.51,189,85.56,2026-06-20T16:24:00
3266,8.9,47.75,173,85.26,2026-06-20T16:25:00
3267,9.9,42.47,210,85.44,2026-06-20T16:26:00
3268,9.0,41.11,194,75.31,2026-06-20T16:27:00
3269,9.56,44.74,169,85.46,2026-06-20T16:28:00
3270,9.1,47.66,252,59.56,2026-06-20T16:29:00
3271,9.64,49.27,231,71.73,2026-06-20T16:30:00
3272,5.64,50.25,199,64.09,2026-06-20T16:31:00
3273,9.15,44.28,176,86.45,2026-06-20T16:32:00
3274,5.41,53.84,228,97.07,2026-06-20T16:33:00
3275,9.65,51.81,171,61.27,2026-06-20T16:34:00
3276,5.36,52.53,254,80.85,2026-06-20T16:35:00
3277,9.69,50.5,173,91.12,2026-06-20T16:36:00
3278,9.09,45.15,238,53.25,2026-06-20T16:37:00
3279,9.18,44.83,210,74.44,2026-06-20T16:38:00
3280,8.66,41.23,194,69.42,2026-06-20T16:39:00
3281,9.62,47.9,230,76.46,2026-06-20T16:40:00
3282,8.73,46.78,153,69.13,2026-06-20T16:41:00
3283,6.35,45.13,231,53.76,2026-06-20T16:42:00
3284,9.14,49.48,231,51.44,2026-06-20T16:43:00
3285,8.8,52.44,208,78.65,2026-06-20T16:44:00
3286,8.88,53.06,241,96.03,2026-06-20T16:45:00
3287,5.89,54.62,152,74.45,2026-06-20T16:46:00
3288,8.69,46.45,242,88.59,2026-06-20T16:47:00
3289,9.13,47.47,183,81.01,2026-06-20T16:48:00
3290,8.86,46.0,199,60.02,2026-06-20T16:49:00
3291,9.58,50.2,178,89.68,2026-06-20T16:50:00
3292,6.04,54.09,222,64.26,2026-06-20T16:51:00
3293,9.93,47.07,224,76.88,2026-06-20T16:52:00
3294,10.0,41.65,174,81.53,2026-06-20T16:53:00
3295,9.34,50.38,249,64.87,2026-06-20T16:54:00
3296,9.13,49.81,202,86.05,2026-06-20T16:55:00
3297,9.54,52.93,245,82.26,2026-06-20T16:56:00
3298,9.3,41.07,164,85.45,2026-06-20T16:57:00
3299,9.79,46.24,251,93.52,2026-06-20T16:58:00
3300,6.13,50.1,194,65.7,2026-06-20T16:59:00
3301,9.88,41.6,219,60.04,2026-06-20T17:00:00
3302,8.88,48.35,159,74.84,2026-06-20T17:01:00
3303,9.87,42.75,173,66.79,2026-06-20T17:02:00
3304,9.73,48.09,253,86.56,2026-06-20T17:03:00
3305,9.76,46.06,213,97.76,2026-06-20T17:04:00
3306,8.7,45.68,247,79.97,2026-06-20T17:05:00
3307,8.89,49.03,191,97.38,2026-06-20T17:06:00
3308,9.73,51.79,159,81.81,2026-06-20T17:07:00
3309,9.49,46.08,200,97.12,2026-06-20T17:08:00
3310,9.02,42.26,202,61.72,2026-06-20T17:09:00
3311,8.66,48.36,216,55.56,2026-06-20T17:10:00
3312,5.71,50.62,234,51.47,2026-06-20T17:11:00
3313,9.55,53.64,218,67.36,2026-06-20T17:12:00
3314,9.84,43.25,232,99.31,2026-06-20T17:13:00
3315,6.15,51.46,201,72.53,2026-06-20T17:14:00
3316,9.74,41.28,210,89.13,2026-06-20T17:15:00
3317,9.2,49.04,217,80.97,2026-06-20T17:16:00
3318,9.99,51.19,249,56.78,2026-06-20T17:17:00
3319,8.74,47.76,157,83.8,2026-06-20T17:18:00
3320,9.59,50.75,159,65.03,2026-06-20T17:19:00
3321,9.73,43.11,159,83.03,2026-06-20T17:20:00
3322,9.93,46.85,205,61.66,2026-06-20T17:21:00
3323,6.21,47.33,176,88.47,2026-06-20T17:22:00
3324,5.92,48.92,207,77.6,2026-06-20T17:23:00
3325,9.03,50.46,187,60.98,2026-06-20T17:24:00
3326,6.38,44.46,212,63.79,2026-06-20T17:25:00
3327,6.35,41.21,248,99.32,2026-06-20T17:26:00
3328,6.1,43.27,240,69.46,2026-06-20T17:27:00
3329,9.15,54.67,151,63.07,2026-06-20T17:28:00
3330,9.15,52.04,202,89.85,2026-06-20T17:29:00
3331,9.49,41.18,253,89.23,2026-06-20T17:30:00
3332,5.78,49.4,158,66.62,2026-06-20T17:31:00
3333,5.66,42.36,168,64.04,2026-06-20T17:32:00
3334,9.18,50.19,249,77.2,2026-06-20T17:33:00
3335,6.38,47.63,182,89.38,2026-06-20T17:34:00
3336,9.94,45.96,218,72.38,2026-06-20T17:35:00
3337,8.74,47.77,179,71.85,2026-06-20T17:36:00
3338,9.81,44.9,168,92.24,2026-06-20T17:37:00
3339,8.94,41.05,245,77.05,2026-06-20T17:38:00
3340,9.39,47.96,161,75.71,2026-06-20T17:39:00
3341,9.39,44.38,188,84.68,2026-06-20T17:40:00
3342,9.49,45.74,244,63.8,2026-06-20T17:41:00
3343,9.72,52.61,207,74.78,2026-06-20T17:42:00
3344,8.93,46.58,223,78.22,2026-06-20T17:43:00
3345,8.86,48.48,196,76.99,2026-06-20T17:44:00
3346,9.62,53.49,166,89.71,2026-06-20T17:45:00
3347,8.98,42.02,174,92.76,2026-06-20T17:46:00
3348,8.87,45.53,247,55.07,2026-06-20T17:47:00
3349,8.61,49.95,192,83.87,2026-06-20T17:48:00
3350,6.31,45.73,248,60.65,2026-06-20T17:49:00
3351,6.0,42.62,243,91.94,2026-06-20T17:50:00
3352,9.63,51.51,154,78.22,2026-06-20T17:51:00
3353,9.03,44.91,174,51.72,2026-06-20T17:52:00
3354,9.77,54.55,184,71.6,2026-06-20T17:53:00
3355,9.88,53.28,156,53.86,2026-06-20T17:54:00
3356,6.39,43.45,156,86.84,2026-06-20T17:55:00
3357,9.22,47.2,174,78.78,2026-06-20T17:56:00
3358,8.89,46.4,255,67.51,2026-06-20T17:57:00
3359,8.91,50.49,183,66.73,2026-06-20T17:58:00
3360,9.0,43.43,253,75.9,2026-06-20T17:59:00
3361,9.65,46.34,155,93.87,2026-06-20T18:00:00
3362,9.95,45.61,242,97.22,2026-06-20T18:01:00
3363,9.81,41.5,195,98.62,2026-06-20T18:02:00
3364,9.53,51.41,232,73.92,2026-06-20T18:03:00
3365,9.49,42.17,246,51.86,2026-06-20T18:04:00
3366,9.48,48.85,243,69.38,2026-06-20T18:05:00
3367,9.79,54.57,207,76.55,2026-06-20T18:06:00
3368,9.94,53.49,213,82.07,2026-06-20T18:07:00
3369,5.7,47.66,181,96.63,2026-06-20T18:08:00
3370,9.66,53.92,188,74.34,2026-06-20T18:09:00
3371,9.27,53.72,229,99.46,2026-06-20T18:10:00
3372,9.7,43.62,194,78.8,2026-06-20T18:11:00
3373,9.7,54.01,214,68.1,2026-06-20T18:12:00
3374,8.85,54.51,196,75.66,2026-06-20T18:13:00
3375,9.49,46.96,220,94.78,2026-06-20T18:14:00
3376,9.44,46.14,230,97.76,2026-06-20T18:15:00
3377,9.22,41.57,183,81.03,2026-06-20T18:16:00
3378,5.35,47.83,251,97.76,2026-06-20T18:17:00
3379,8.82,53.07,178,66.32,2026-06-20T18:18:00
3380,9.35,51.14,192,86.56,2026-06-20T18:19:00
3381,6.05,44.95,201,70.76,2026-06-20T18:20:00
3382,5.75,47.29,209,88.58,2026-06-20T18:21:00
3383,8.93,45.63,221,61.65,2026-06-20T18:22:00
3384,9.6,48.0,219,55.77,2026-06-20T18:23:00
3385,9.08,53.98,204,87.88,2026-06-20T18:24:00
3386,9.17,43.22,167,56.05,2026-06-20T18:25:00
3387,8.92,41.17,173,91.95,2026-06-20T18:26:00
3388,8.92,53.98,241,81.48,2026-06-20T18:27:00
3389,9.23,48.7,155,96.87,2026-06-20T18:28:00
3390,9.11,42.1,173,90.09,2026-06-20T18:29:00
3391,9.3,48.96,250,60.89,2026-06-20T18:30:00
3392,6.11,50.52,193,51.32,2026-06-20T18:31:00
3393,9.8,48.88,227,91.45,2026-06-20T18:32:00
3394,9.15,43.17,178,75.96,2026-06-20T18:33:00
3395,9.18,42.45,175,90.59,2026-06-20T18:34:00
3396,5.03,50.95,161,72.12,2026-06-20T18:35:00
3397,5.82,50.61,180,56.73,2026-06-20T18:36:00
3398,9.25,49.96,158,85.09,2026-06-20T18:37:00
3399,8.62,44.09,169,81.22,2026-06-20T18:38:00
3400,8.76,48.43,186,94.74,2026-06-20T18:39:00
3401,9.36,53.9,198,95.39,2026-06-20T18:40:00
3402,9.22,53.13,204,77.34,2026-06-20T18:41:00
3403,5.28,54.4,255,89.78,2026-06-20T18:42:00
3404,9.83,53.02,169,57.09,2026-06-20T18:43:00
3405,9.33,47.19,253,84.06,2026-06-20T18:44:00
3406,8.64,46.92,255,51.93,2026-06-20T18:45:00
3407,8.69,52.73,242,84.16,2026-06-20T18:46:00
3408,9.47,49.49,224,97.52,2026-06-20T18:47:00
3409,5.84,48.21,190,78.23,2026-06-20T18:48:00
3410,9.98,53.56,231,60.33,2026-06-20T18:49:00
3411,5.31,41.52,202,59.54,2026-06-20T18:50:00
3412,5.81,42.41,191,68.6,2026-06-20T18:51:00
3413,5.97,46.31,205,79.21,2026-06-20T18:52:00
3414,9.68,41.5,190,93.11,2026-06-20T18:53:00
3415,5.97,50.69,250,91.83,2026-06-20T18:54:00
3416,8.68,43.93,206,65.59,2026-06-20T18:55:00
3417,8.61,53.25,159,93.87,2026-06-20T18:56:00
3418,8.65,51.41,216,66.17,2026-06-20T18:57:00
3419,8.66,51.5,235,63.72,2026-06-20T18:58:00
3420,9.16,43.7,161,76.3,2026-06-20T18:59:00
